File,lapneg_gavg,lappos_gavg,sobelh_gavg,sobelv_gavg,Variance,Crofton Perimeter,Number of Corners,Average Corner Strength,Sobel V Color Avg,Sobel V Gray Avg,Sobel H Color Avg,sobelv_gmax50,sobelh_gmax50,sobelh_gmax10,lapneg_gmax50,Class
030FD_067150.jpg,3.735201823,233.6139128,1.908238932,1.990849609,0.416872019,0.160780892,9211.085631,0.731899912,1.926686198,79.79862088,44.63424913,3.128606771,3.097864583,8.622395833,5.311002604,0
046TE_072700.jpg,2.050276693,197.5753451,1.150764974,1.352239583,0.636939118,0.443335055,5240.323635,0.296500496,1.150476345,58.2081684,42.54479384,1.98609375,1.547760417,5.236328125,2.919947917,0
030FD_016850.jpg,2.738134766,229.3971322,1.139889323,1.193154297,0.561865659,0.127404083,4845.624229,0.357751752,1.17070638,42.20831272,36.18750543,3.236283644,2.653312629,5.94921875,5.401785714,0
030FD_001400.jpg,4.106731771,233.3448763,1.591656901,2.094111328,0.431696593,0.140513029,8996.415679,0.819338378,1.653462457,78.14571181,43.98212023,3.495351563,2.450651042,7.641601563,5.736510417,0
046TE_056550.jpg,1.826705729,247.4986784,1.002464193,1.35508138,0.40589735,0.112804192,2926.110749,0.146536323,1.035412326,75.131926,46.79927626,2.062604167,1.536940104,4.834635417,2.304648438,0
030FD_021575.jpg,2.824583333,212.7549023,1.276386719,1.54906901,0.550819652,0.270483967,5136.402139,0.282293916,1.391342231,78.30087999,38.77038628,1.885677083,1.997890625,6.093098958,3.832929688,0
030FD_040375.jpg,2.524876302,250.9395215,1.255377604,1.091598307,0.376998859,0.113089215,4235.622744,0.170797435,1.300435113,65.4963878,43.49009332,1.72640593,2.190651042,6.031575521,3.50870462,0
030FD_022975.jpg,2.826627604,216.6371842,1.180410156,1.216321615,0.422273809,0.317100516,4259.769953,0.22256691,1.270871311,64.89716905,36.40617513,1.957673745,1.607047708,5.532877604,3.461248416,0
030FD_022100.jpg,3.102259115,213.7845898,1.305722656,1.212714844,0.419869699,0.351878346,4663.192697,0.284918328,1.4302398,58.2146799,36.83308051,2.151915114,1.920638021,5.127604167,3.972350823,0
030FD_071625.jpg,3.209713542,250.4305534,1.062285156,1.040270182,0.160940013,0.112804192,4863.95588,0.464464914,1.094088542,58.55570204,38.78350477,2.60936853,2.190680804,5.666666667,5.468508185,0
030FD_001150.jpg,4.011761068,237.5722233,1.700953776,2.076178385,0.43944913,0.131339566,9155.964254,0.908257034,1.742972005,81.72775608,46.42083116,3.38828125,2.654101563,7.174153646,5.642721354,0
030FD_000700.jpg,4.016289063,236.3780859,1.668815104,1.855999349,0.453304182,0.137908182,8827.25879,0.75462364,1.750509983,77.51539822,49.80768121,3.146611953,2.285598958,8.077148438,5.09057377,0
030FD_053550.jpg,3.523613281,229.0050488,1.432747396,1.228662109,0.432557407,0.174289594,5467.383255,0.600221924,1.522368707,59.94657118,45.01702365,3.832971014,3.67813147,8.458333333,8.107815735,0
030FD_021825.jpg,2.918570964,224.6475911,1.216852214,1.425416667,0.541686993,0.340673197,4469.256474,0.239809053,1.29227105,69.51941515,38.88394206,1.970707915,1.684466146,5.272460938,3.448671875,0
046TE_057325.jpg,1.392936198,214.4409928,0.456197917,0.719420573,0.45439758,0.225342662,1090.037886,0.062573186,0.510183377,49.16127387,46.47035373,1.284348958,0.783164063,4.081380208,1.83234375,0
030FD_019200.jpg,2.923238932,245.2311784,1.190891927,1.028636068,0.311474314,0.112804192,3572.775535,0.202680786,1.224957682,56.39038086,42.05627604,1.932399818,2.439570393,5.958333333,4.632349896,0
030FD_001775.jpg,4.408746745,233.805804,1.756673177,2.108092448,0.427343145,0.17811172,9684.042223,0.91273319,1.792449002,79.4545638,46.54369141,3.443763021,2.558971354,7.909830729,6.052617188,0
030FD_018675.jpg,3.313268229,231.4733594,1.268639323,1.492360026,0.500289201,0.211244887,5208.21164,0.363369077,1.357059462,58.52868164,37.62066298,2.178776042,2.064367816,5.598214286,4.263980464,0
030FD_072100.jpg,3.075826823,251.9476139,1.134667969,1.20555013,0.240034186,0.112804192,5782.68765,0.547524099,1.184763455,62.7460536,40.55299154,2.820679959,2.190898224,5.370117188,5.456142241,0
046TE_054325.jpg,1.552203776,223.497041,0.621539714,1.085123698,0.578015408,0.270526576,1745.931711,0.085650083,0.679259983,67.92706055,40.86180773,1.91390625,0.977539063,3.950846354,2.065598958,0
